"cosit","class","year","month","day","VehicleCount"
"000000020077","4","2020","4","24","61"
"000000020116","5","2020","4","24","141"
"000000001201","7","2020","4","24","35"
"000000020243","7","2020","4","24","33"
"000000020094","4","2020","4","24","21"
"000000200721","4","2020","4","24","16"
"000000001041","7","2020","4","24","56"
"000000001591","4","2020","4","24","7"
"000000020061","7","2020","4","24","23"
"000000020042","7","2020","4","24","29"
"000000020811","6","2020","4","24","35"
"000000200714","7","2020","4","24","10"
"000000200716","1","2020","4","24","5"
"000000001851","5","2020","4","24","22"
"000000020113","1","2020","4","24","6"
"000000001601","4","2020","4","24","6"
"000000003805","5","2020","4","24","21"
"000000001042","0","2020","4","24","1"
"000000001512","2","2020","4","24","422"
"000000001035","3","2020","4","24","595"
"000000001045","6","2020","4","24","254"
"000000001092","3","2020","4","24","521"
"000000001256","6","2020","4","24","1025"
"000000001256","3","2020","4","24","2249"
"000000001812","3","2020","4","24","437"
"000000200717","6","2020","4","24","469"
"000000001024","5","2020","4","24","110"
"000000001132","2","2020","4","24","2911"
"000000020184","6","2020","4","24","455"
"000000201082","5","2020","4","24","142"
"000000001302","3","2020","4","24","186"
"000000200723","4","2020","4","24","294"
"000000020563","6","2020","4","24","73"
"000000020083","7","2020","4","24","38"
"000000020905","4","2020","4","24","11"
"000000200811","1","2020","4","24","93"
"000000001751","6","2020","4","24","50"
"000000001027","1","2020","4","24","15"
"000000001632","7","2020","4","24","25"
"000000003181","1","2020","4","24","1"
"000000001112","1","2020","4","24","14"
"000000001611","4","2020","4","24","4"
"000000020861","1","2020","4","24","2"
